term_id	annotation_genes	my_method	dhac
790	['837778', '843048', '843810', '817272', '817646', '825714']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[0, 1, 2, 3, 4, 5]
8217	['837265', '838151', '839869', '841447', '816768', '818899', '820775', '821840', '822055', '831122', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[6]
30722	['843596', '817646', '818633', '825714', '828577', '832136']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[17]
136579	['837974', '817221', '818599', '821143', '3770591']	[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	[37, 38, 39, 40, 41]
7175	['843596', '817272', '817646', '825714', '830157']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[5]
7177	['817272', '817646', '818633', '825714', '830157']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[5]
7185	['844010', '817272', '817646', '818633', '825714']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[5]
448	['837265', '838151', '838364', '839869', '816546', '818672', '820211', '821840', '824699', '824937', '825208', '826914', '827001', '827830', '829995', '830101', '831832', '831122', '831472', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
123752	['837265', '838151', '841447', '816936', '818822', '818899', '822055', '825208', '826914', '831528', '832247', '832454', '835375']	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[34]
118498	['837265', '838151', '841447', '816936', '818822', '818899', '822055', '826914', '831528', '832247', '832454', '835375']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
164952	['838455', '820211', '831377', '832136', '833979', '835355']	[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[39, 40, 42, 43]
494	['837265', '838151', '838364', '839869', '844264', '816546', '818672', '820211', '821840', '824699', '824937', '825208', '826914', '827001', '827830', '830101', '831832', '831122', '831472', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
1614	['824699', '824937', '825208', '827001', '829730', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[0, 1, 3, 4]
7322	['837778', '844010', '817646', '818633', '832057']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[5]
7364	['843596', '843810', '817272', '825714', '830157']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[5]
33275	['841447', '816768', '816936', '826914', '831528', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[34]
447	['837265', '838151', '838364', '839869', '841652', '816546', '818069', '818672', '820211', '821840', '824699', '824937', '825208', '826914', '827001', '827830', '829730', '829995', '830101', '831832', '831122', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
1237	['837778', '817646', '831151', '832057', '833979']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[0, 1, 2, 3, 4, 5]
112788	['837265', '841447', '818903', '826914', '829995', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29]
52745	['843596', '817646', '818633', '825714', '827564', '828577', '831832', '832136']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[17]
35965	['843596', '817646', '818633', '825714', '827564', '828577', '832136']	[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[17]
33292	['837265', '838151', '816936', '826914', '831528', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[34]
6936	['843596', '843810', '817272', '817646', '825714', '830157']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	[5]
6934	['843596', '843810', '817272', '825714', '830157', '834286']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	[5]
112810	['818903', '824970', '826914', '829995', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[29]
74357	['837265', '838151', '816936', '818903', '826914', '831528', '832247']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[34]
18961	['841447', '816768', '818899', '826914', '831528', '832247']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29, 34, 38, 39]
490	['837265', '838151', '838364', '839869', '841652', '844264', '816546', '818069', '818672', '820211', '821840', '824699', '824937', '825208', '826914', '827001', '827830', '829730', '830101', '831832', '831122', '832136', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
792	['837778', '843048', '817272', '820211', '822266', '831832', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[0, 1, 2, 3, 4]
1061	['837265', '838151', '841652', '821840', '824699', '824937', '825208', '827001', '831122', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[3, 4]
1063	['837265', '838151', '841652', '821840', '824699', '824937', '825208', '827001', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]	[3, 4]
1953	['837265', '838151', '821840', '824699', '824937', '827001', '831122', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[0, 1, 2, 3, 4]
168301	['838455', '817646', '820211', '831377', '832136', '833979', '835355']	[36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[39, 40, 42, 43]
6217	['837778', '843048', '817272', '820211', '822266', '831832', '832136', '834286']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4]
6222	['842985', '843048', '817272', '820211', '822266', '831832', '832136', '834286']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4]
6241	['838364', '842985', '843048', '820176', '820211', '822266', '829730', '834286']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[5]
140070	['837974', '816270', '817221', '818599', '3770591', '832057']	[28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	[32]
18975	['841447', '824970', '826914', '829995', '831122', '831528']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29]
18981	['837265', '838151', '841447', '826914', '831528', '832247']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[34]
168289	['817646', '820211', '823859', '831377', '832136', '833979', '835355']	[36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[43]
140950	['837974', '816270', '818599', '3770591', '832057']	[28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[32]
50173	['841447', '818903', '824970', '826914', '829995', '831122', '831528']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29]
999	['837265', '838151', '841652', '821840', '824699', '824937', '825208', '827001', '827830', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[3, 4]
1000	['837265', '838151', '841652', '821840', '824699', '824937', '825208', '827001', '827830', '831122', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[3, 4]
112756	['837265', '841447', '818899', '818903', '826914', '829995', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29]
1611	['842985', '843048', '818672', '821840', '822266', '824937', '829730', '834212']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[0, 1, 3, 4]
55561	['841447', '818822', '818899', '824970', '826914', '829995', '830101', '831122', '831528']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
7227	['837778', '844010', '817646', '818633', '832057', '833979']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[5]
112782	['841447', '816768', '824970', '826914', '829995', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29, 38, 39]
112785	['841447', '818903', '824970', '826914', '829995', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29]
33226	['841447', '816768', '816936', '818899', '826914', '831528', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[34]
6822	['837778', '843596', '843810', '817272', '817646', '825714', '830157']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[5]
127574	['837974', '817221', '818599', '821143', '823859', '828489', '836393']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[31]
74311	['837265', '838151', '841447', '816936', '818903', '826914', '831528', '832247']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[34]
49463	['818899', '824970', '826914', '829995', '830101', '831122', '831472', '831528', '832070']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
33268	['837265', '838151', '841447', '816936', '826914', '831528', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[34]
1795	['837265', '838151', '818672', '824937', '827001', '832247', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[3, 4]
323	['837265', '838151', '838364', '839869', '841534', '841558', '843903', '816546', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827307', '827830', '829995', '830101', '831832', '831122', '831472', '832070', '832136', '834212', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8]	[3, 4]
50027	['837265', '838151', '841447', '816936', '822055', '827001', '831122', '835375']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[28, 33, 34, 35, 36]
18568	['841447', '818899', '824970', '826914', '829995', '830101', '831122', '831528']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
18570	['818899', '824970', '826914', '829995', '830101', '831122', '831528', '832070']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
18572	['818899', '824970', '826914', '829995', '830101', '831472', '831528', '832070']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
1952	['837265', '838151', '818672', '821840', '824699', '824937', '827001', '829730', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[0, 1, 3, 4]
7018	['841447', '818899', '820775', '826914', '829995', '830101', '831122']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	[6]
18911	['841447', '816768', '818899', '822055', '826914', '831528', '832247']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29, 34]
112588	['837265', '841447', '818899', '818903', '822055', '826914', '829995', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29]
112610	['841447', '818899', '818903', '822055', '826914', '829995', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29]
112611	['841447', '818899', '818903', '822055', '826914', '829995', '831122', '831472', '831528', '832070']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29]
112604	['837265', '841447', '818899', '818903', '822055', '826914', '829995', '831122', '831472', '831528']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29]
794	['837778', '843048', '817272', '817646', '820211', '822266', '825714', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[0, 1, 2, 3, 4]
798	['837265', '838151', '838364', '841652', '842985', '844264', '818672', '821840', '824699', '824937', '827001', '827830', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4]
18953	['818899', '824970', '826914', '829995', '831122', '831528', '832070']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29]
18955	['841447', '818899', '824970', '826914', '829995', '831122', '831528']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29]
18959	['818899', '824970', '826914', '829995', '831472', '831528', '832070']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29, 35, 38, 39, 46, 47]
18964	['837265', '838151', '841447', '818899', '826914', '831528', '832247']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[34]
79456	['841447', '818899', '818903', '822055', '826914', '829995', '831122', '831472', '831528']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29]
111235	['841447', '816768', '818822', '818899', '818903', '822055', '826914', '829995', '831122', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[29]
111240	['841447', '816768', '818822', '818899', '818903', '824970', '826914', '829995', '831122', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[29]
112738	['841447', '816768', '818899', '824970', '826914', '829995', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29, 38, 39]
112751	['841447', '818899', '818903', '824970', '826914', '829995', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29]
62095	['841447', '818822', '818899', '818903', '824970', '826914', '829995', '830101', '831122', '831528']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
50143	['841447', '818899', '818903', '824970', '826914', '829995', '831122', '831528']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29]
18980	['837555', '838151', '818672', '821840', '824699', '824937', '829730']	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[10]
404	['837265', '838151', '838364', '839869', '841534', '841558', '843903', '844264', '816546', '818672', '820211', '821840', '822517', '824699', '824937', '824970', '825208', '826914', '827001', '827830', '829995', '830101', '831832', '831122', '831472', '832070', '832136', '834212', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
412	['837265', '838151', '838364', '839869', '841558', '843903', '844264', '816546', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827001', '827830', '829995', '830101', '831832', '831122', '831472', '832070', '832136', '834212', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
112366	['841447', '818899', '818903', '824970', '826914', '829995', '831122', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[29]
112365	['841447', '818899', '818903', '822055', '826914', '829995', '831122', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[29]
55901	['841447', '818822', '818899', '818903', '824970', '826914', '829995', '831122', '831528']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	[29]
55568	['818822', '818899', '824970', '826914', '829995', '830101', '831122', '831472', '831528', '832070']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
79173	['841447', '818822', '818899', '818903', '822055', '826914', '829995', '831122', '831472', '831528']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]	[29]
111496	['841447', '818822', '818899', '818903', '824970', '826914', '829995', '830101', '831122', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
74288	['837265', '838151', '841447', '816936', '818899', '818903', '826914', '831528', '832247']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[34]
79578	['841447', '818903', '824970', '826914', '829995', '831122', '831472', '831528', '832070']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29]
1890	['837265', '838151', '824937', '827001', '831122', '832247', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[3, 4, 33]
7180	['837778', '844010', '817646', '818633', '831151', '832057', '833979']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[5]
111109	['841447', '816768', '818822', '818899', '818903', '824970', '826914', '829995', '830101', '831122', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[29]
117284	['841447', '816768', '818822', '818899', '818903', '822055', '824970', '826914', '829995', '831122', '831472', '831528', '832070', '832247']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[29]
118484	['841447', '818899', '818903', '822055', '824970', '826914', '829995', '831472', '831528', '832070', '832247']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29]
118485	['841447', '818899', '818903', '822055', '824970', '826914', '829995', '831122', '831472', '831528', '832070']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29]
118492	['841447', '816768', '818899', '822055', '824970', '826914', '829995', '831472', '831528', '832070', '832247']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29]
33156	['841447', '816768', '816936', '818899', '822055', '826914', '831528', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
867	['837265', '838151', '838364', '841652', '842985', '818672', '821840', '824699', '824937', '825208', '827001', '827830', '829730', '831122', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4]
49915	['837265', '838151', '841447', '816936', '822055', '827001', '831122', '832247', '835375']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[28, 33, 34]
33229	['837265', '838151', '841447', '816936', '818899', '826914', '831528', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[34]
